"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"1052","The Alcàsser Murders","True / Crime / Documentary",2019-06-14,5,1,53,66,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1053","Exhibit A","True / Crime / Documentary",2019-06-28,4,1,29,41,"English","Ended","Netflix","Series","Original",NA,NA
"1054","The Last Czars"," Documentary",2019-07-03,6,1,42,50,"English","Ended","Netflix","Series","Original",NA,NA
"1055","The Family"," Documentary",2019-08-09,5,NA,47,54,"English","Ended","Netflix","Series","Original",NA,NA
"1056","Happy Jail"," Documentary",2019-08-14,5,NA,29,37,"English","Ended","Netflix","Series","Original",NA,NA
"1057","Diagnosis"," Documentary",2019-08-16,7,1,43,49,"English","Ended","Netflix","Series","Original",NA,NA
"1058","The Mind, Explained"," Documentary",2019-09-12,5,NA,19,22,"English","Ended","Netflix","Series","Original",NA,NA
"1059","Inside Bill's Brain: Decoding Bill Gates"," Documentary",2019-09-20,3,NA,51,56,"English","Ended","Netflix","Series","Original",NA,NA
"1060","Living Undocumented"," Documentary",2019-10-02,6,1,38,46,"English","Ended","Netflix","Series","Original",NA,NA
"1061","Unnatural Selection"," Documentary",2019-10-18,4,NA,62,70,"English","Ended","Netflix","Series","Original",NA,NA
"1062","Breakfast, Lunch & Dinner"," Documentary",2019-10-23,4,1,43,44,"English","Ended","Netflix","Series","Original",NA,NA
"1063","The Devil Next Door"," Documentary",2019-11-04,5,NA,43,52,"English","Ended","Netflix","Series","Original",NA,NA
"1064","Maradona in Mexico","Sport / Documentary",2019-11-13,7,NA,26,39,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1065","Who Killed Little Gregory?"," Documentary",2019-11-20,5,NA,53,69,"French","Ended","Netflix","Series","Original",NA,NA
"1066","Narcoworld: Dope Stories"," Documentary",2019-11-22,4,1,39,48,"English","Ended","Netflix","Series","Original",NA,NA
"1067","Broken"," Documentary",2019-11-27,4,1,58,61,"English","Ended","Netflix","Series","Original",NA,NA
"1068","The Movies That Made Us"," Documentary",2019-11-29,4,1,45,52,"English","Ended","Netflix","Series","Original",NA,NA
"1069","The Confession Killer","True / Crime / Documentary",2019-12-06,5,NA,45,50,"English","Ended","Netflix","Series","Original",NA,NA
"1070","Don't F**k with Cats: Hunting an Internet Killer","True / Crime / Documentary",2019-12-18,3,NA,57,66,"English","Ended","Netflix","Series","Original",NA,NA
"1071","Sex, Explained"," Documentary",2020-01-02,6,NA,17,26,"English","Ended","Netflix","Series","Original",NA,NA
"1072","Killer Inside: The Mind of Aaron Hernandez","True / Crime / Documentary",2020-01-15,3,NA,66,67,"English","Ended","Netflix","Series","Original",NA,NA
"1073","Night on Earth","Nature / Documentary",2020-01-29,6,NA,41,53,"English","Ended","Netflix","Series","Original",NA,NA
"1074","The Pharmacist"," Documentary",2020-02-05,4,NA,48,61,"English","Ended","Netflix","Series","Original",NA,NA
"1075","The Trials of Gabriel Fernandez"," Documentary",2020-02-26,6,NA,47,63,"English","Ended","Netflix","Series","Original",NA,NA
"1076","Tiger King: Murder, Mayhem and Madness"," Documentary",2020-03-20,8,NA,41,48,"English","Ended","Netflix","Series","Original",NA,NA
"1077","How to Fix a Drug Scandal","True / Crime / Documentary",2020-04-01,4,NA,47,59,"English","Ended","Netflix","Series","Original",NA,NA
"1078","The Innocence Files"," Documentary",2020-04-15,9,NA,51,85,"English","Ended","Netflix","Series","Original",NA,NA
"1079","Coronavirus, Explained"," Documentary",2020-04-26,3,NA,20,26,"English","Ended","Netflix","Series","Original",NA,NA
"1080","Jeffrey Epstein: Filthy Rich"," Documentary",2020-05-27,4,NA,55,57,"English","Ended","Netflix","Series","Original",NA,NA
"1081","White Rabbit Project","Science / Investigation / Reality",2016-12-09,10,1,45,48,"English","Ended","Netflix","Series","Original",NA,NA
"1082","Chasing Cameron","Celebrity / Reality",2016-12-27,10,1,26,33,"English","Ended","Netflix","Series","Original",NA,NA
"1083","Ultimate Beastmaster","Competition / Reality",2017-02-24,29,3,41,84,"English","Ended","Netflix","Series","Original",NA,NA
"1084","Fastest Car","Motoring / Reality",2018-04-06,15,2,41,52,"English","Ended","Netflix","Series","Original",NA,NA
"1085","Cooking on High","Cooking / Show / Reality",2018-06-22,12,1,13,15,"English","Ended","Netflix","Series","Original",NA,NA
"1086","Amazing Interiors"," Reality",2018-07-20,12,1,21,28,"English","Ended","Netflix","Series","Original",NA,NA
"1087","Stay Here"," Reality",2018-08-17,8,1,31,33,"English","Ended","Netflix","Series","Original",NA,NA
"1088","Battlefish"," Reality",2018-09-21,8,1,38,46,"English","Ended","Netflix","Series","Original",NA,NA
"1089","Made in Mexico"," Reality",2018-09-28,8,1,45,54,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1090","Dancing Queen","Celebrity / Reality",2018-10-05,8,1,38,46,"English","Ended","Netflix","Series","Original",NA,NA
"1091","The Curious Creations of Christine McConnell","Cooking / Show / Reality",2018-10-12,6,1,24,29,"English","Ended","Netflix","Series","Original",NA,NA
"1092","Haunted","Horror / Reality",2018-10-19,12,2,20,31,"English","Ended","Netflix","Series","Original",NA,NA
"1093","Westside","Music / Reality",2018-11-09,8,1,46,58,"English","Ended","Netflix","Series","Original",NA,NA
"1094","The Final Table","Culinary / Competition / Reality",2018-11-20,10,1,48,60,"English","Ended","Netflix","Series","Original",NA,NA
"1095","Death by Magic"," Reality",2018-11-30,8,1,31,39,"English","Ended","Netflix","Series","Original",NA,NA
"1096","Nailed It! Holiday","Reality / Competition",2018-12-07,13,2,32,35,"English","Ended","Netflix","Series","Original",NA,NA
"1097","Tidying Up with Marie Kondo","Reality / Show",2019-01-01,8,1,35,47,"English","Ended","Netflix","Series","Original",NA,NA
"1098","You vs. Wild","Interactive / Reality",2019-04-10,8,1,14,26,"English","Ended","Netflix","Series","Original",NA,NA
"1099","Flinch","Game / Show / Reality",2019-05-03,10,1,20,25,"English","Ended","Netflix","Series","Original",NA,NA
"1100","Jailbirds","Reality / Television",2019-05-10,10,1,37,47,"English","Ended","Netflix","Series","Original",NA,NA
"1101","Awake: The Million Dollar Game","Reality / Television",2019-06-14,8,1,35,41,"English","Ended","Netflix","Series","Original",NA,NA
"1102","Extreme Engagement","Reality / Television",2019-07-12,8,1,32,40,"English","Ended","Netflix","Series","Original",NA,NA
"1103","Basketball or Nothing","Reality / Competition",2019-08-02,6,1,31,37,"English","Ended","Netflix","Series","Original",NA,NA
"1104","Hyperdrive","Reality / Competition",2019-08-21,10,1,43,61,"English","Ended","Netflix","Series","Original",NA,NA
"1105","Styling Hollywood","Reality / Television",2019-08-30,8,1,33,40,"English","Ended","Netflix","Series","Original",NA,NA
"1106","Nailed It! France","Reality / Competition",2019-10-25,6,1,34,34,"French","Ended","Netflix","Series","Original",NA,NA
"1107","Nailed It! Spain","Reality / Competition",2019-10-25,6,1,31,34,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1108","Prank Encounters","Prank / Show / Reality",2019-10-25,8,1,21,26,"English","Ended","Netflix","Series","Original",NA,NA
"1109","Queer Eye: We're in Japan!","Reality / Television",2019-11-01,4,1,49,51,"English","Ended","Netflix","Series","Original",NA,NA
"1110","I'm with the Band: Nasty Cherry","Reality / Television",2019-11-15,6,1,25,41,"English","Ended","Netflix","Series","Original",NA,NA
"1111","No Time for Shame","Reality / Television",2019-11-19,6,1,38,47,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1112","Singapore Social"," Reality",2019-11-22,8,1,35,44,"English","Ended","Netflix","Series","Original",NA,NA
"1113","Next In Fashion","Reality / Competition",2020-01-29,10,1,46,56,"English","Ended","Netflix","Series","Original",NA,NA
"1114","Chelsea","Late-night / Variety",2016-05-11,120,2,27,64,"English","Ended","Netflix","Series","Original",NA,NA
"1115","Julie's Greenroom","Educational / Variety",2017-03-17,13,1,27,34,"English","Ended","Netflix","Series","Original",NA,NA
"1116","13 Reasons Why: Beyond the Reasons","Aftershow / Interview / Variety",2017-03-31,3,3,17,67,"English","Ended","Netflix","Series","Original",NA,NA
"1117","Bill Nye Saves the World","Science / Variety",2017-04-21,25,3,26,41,"English","Ended","Netflix","Series","Original",NA,NA
"1118","Beyond Stranger Things","Aftershow / Variety",2017-10-27,7,1,15,25,"English","Ended","Netflix","Series","Original",NA,NA
"1119","The Joel McHale Show with Joel McHale","Comedy / Variety",2018-02-18,19,1,22,28,"English","Ended","Netflix","Series","Original",NA,NA
"1120","A Little Help with Carol Burnett","Variety / Show",2018-05-04,12,1,21,29,"English","Ended","Netflix","Series","Original",NA,NA
"1121","The Who Was? Show","Educational / Variety",2018-05-11,13,1,23,27,"English","Ended","Netflix","Series","Original",NA,NA
"1122","The Break with Michelle Wolf","Late-night / Variety",2018-05-27,10,1,27,27,"English","Ended","Netflix","Series","Original",NA,NA
"1123","Norm Macdonald Has a Show","Talk / Show / Variety",2018-09-14,10,1,26,35,"English","Ended","Netflix","Series","Original",NA,NA
"1124","Patriot Act with Hasan Minhaj","Talk / Show / Variety",2018-10-28,40,6,22,30,"English","Ended","Netflix","Series","Original",NA,NA
"1125","Brainchild","Educational / Variety",2018-11-02,13,1,22,25,"English","Ended","Netflix","Series","Original",NA,NA
"1126","The Fix","Panel / Show / Variety",2018-12-14,10,1,23,31,"English","Ended","Netflix","Series","Original",NA,NA
"1127","Lilyhammer"," Dramedy",2012-02-06,24,3,43,58,"Norwegian/English","Ended","Netflix","Series","Original","NRK/Norway",NA
"1128","Between","Science-Fiction / Drama",2015-05-21,12,2,44,44,"English","Ended","Netflix","Series","Original","City/Canada",NA
"1129","H2O: Mermaid Adventures"," Animation",2015-05-22,26,2,24,24,"English","Ended","Netflix","Series","Original","ZDF/Germany & France Télévisions/France",NA
"1130","Terrace House: Boys & Girls in the City","Reality / Television",2015-09-02,46,2,24,38,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1131","Atelier","Coming / Of / Age / Drama",2015-12-01,13,1,43,51,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1132","Degrassi: Next Class","Teen / Drama",2016-01-15,40,4,24,24,"English","Ended","Netflix","Series","Original","Family Channel/Canada",NA
"1133","Lost & Found Music Studios","Musical / Teen / Drama",2016-04-01,27,2,27,29,"English","Ended","Netflix","Series","Original","Family Channel/Canada",NA
"1134","Good Morning Call","Slice / Of / Life / Drama",2016-05-13,27,2,43,49,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1135","Hibana: Spark"," Drama",2016-06-02,10,1,46,60,"Japanese","Ended","Netflix","Series","Original","Yoshimoto Kogyo/Japan",NA
"1136","Beat Bugs"," Animation",2016-08-03,52,3,15,24,"English","Ended","Netflix","Series","Original","7TWO/Australia",NA
"1137","Bottersnikes and Gumbles"," Animation",2016-08-19,52,2,12,12,"English","Ended","Netflix","Series","Original","7TWO/Australia",NA
"1138","Kazoops!"," Animation",2016-09-02,26,3,19,21,"English","Ended","Netflix","Series","Original","ABC/Australia",NA
"1139","Four Seasons in Havana","Crime / Drama",2016-09-12,4,1,86,96,"Spanish","Ended","Netflix","Series","Original","RTVE/Spain",NA
"1140","Terrace House: Aloha State","Reality / Television",2016-11-01,36,4,30,47,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1141","Paranoid"," Thriller",2016-11-17,8,1,42,45,"English","Ended","Netflix","Series","Original","ITV/United Kingdom",NA
"1142","The Cuba Libre Story"," Documentary",2016-12-08,8,1,51,53,"German","Ended","Netflix","Series","Original","ZDF/Germany",NA
"1143","Dirk Gently's Holistic Detective Agency","Comic / Science / Fiction",2016-12-11,18,2,41,53,"English","Ended","Netflix","Series","Original","BBC America/United States",NA
"1144","Crazyhead"," Comedy",2016-12-16,6,1,42,45,"English","Ended","Netflix","Series","Original","E4/United Kingdom",NA
"1145","Travelers","Science-Fiction / Drama",2016-12-23,34,3,44,50,"English","Ended","Netflix","Series","Original","Showcase/Canada",NA
"1146","Frontier","Historical / Drama",2017-01-20,18,3,43,52,"English","Ended","Netflix","Series","Original","Discovery/Canada",NA
"1147","Samurai Gourmet"," Drama",2017-03-17,12,1,16,24,"Japanese","Ended","Netflix","Series","Original","Kyodo Television/Japan",NA
"1148","Anne with an E","Historical / Drama",2017-05-12,27,3,44,88,"English","Ended","Netflix","Series","Original","CBC/Canada",NA
"1149","El Chapo"," Drama",2017-06-16,34,3,39,55,"Spanish","Ended","Netflix","Series","Original","Univision/United States",NA
"1150","Kantaro: The Sweet Tooth Salaryman"," Comedy",2017-07-07,12,1,24,24,"Japanese","Ended","Netflix","Series","Original","TV Tokyo/Japan",NA
"1151","Million Yen Women"," Drama",2017-08-15,12,1,24,24,"Japanese","Ended","Netflix","Series","Original","TV Tokyo/Japan",NA
"1152","Ainori Love Wagon: Asian Journey","Reality / Television",2017-10-26,44,2,27,37,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1153","Alias Grace"," Drama",2017-11-03,6,NA,43,46,"English","Ended","Netflix","Series","Original","CBC/Canada",NA
"1154","Erased","Supernatural / Mystery",2017-12-15,12,1,26,32,"Japanese","Ended","Netflix","Series","Original","Kansai TV/Japan",NA
"1155","Terrace House: Opening New Doors","Reality / Television",2017-12-19,49,6,32,44,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1156","The End of the F***ing World"," Comedy",2018-01-05,16,2,18,25,"English","Ended","Netflix","Series","Original","Channel 4/United Kingdom",NA
"1157","Mob Psycho 100","Supernatural / Drama",2018-01-12,12,1,26,26,"Japanese","Ended","Netflix","Series","Original","TV Tokyo/Japan",NA
"1158","Damnation","Period / Drama",2018-02-01,10,1,42,55,"English","Ended","Netflix","Series","Original","USA Network/United States",NA
"1159","Collateral"," Thriller",2018-03-09,4,NA,56,59,"English","Ended","Netflix","Series","Original","BBC Two/United Kingdom",NA
"1160","Requiem","Supernatural / Thriller",2018-03-23,6,1,57,58,"English","Ended","Netflix","Series","Original","BBC One/United Kingdom",NA
"1161","Troy: Fall of a City"," Historical",2018-04-06,8,NA,57,58,"English","Ended","Netflix","Series","Original","BBC One/United Kingdom",NA
"1162","The Letdown"," Comedy",2018-04-21,13,2,27,32,"English","Ended","Netflix","Series","Original","ABC/Australia",NA
"1163","Safe"," Thriller",2018-05-10,8,NA,41,48,"English","Ended","Netflix","Series","Original","C8/France",NA
"1164","Kiss Me First"," Drama",2018-06-29,6,1,46,48,"English","Ended","Netflix","Series","Original","Channel 4/United Kingdom",NA
"1165","Wanderlust"," Drama",2018-10-19,6,1,56,59,"English","Ended","Netflix","Series","Original","BBC One/United Kingdom",NA
"1166","Pine Gap","Political / Thriller",2018-12-07,6,1,54,59,"English","Ended","Netflix","Series","Original","ABC/Australia",NA
"1167","Watership Down","Animation / Fantasy",2018-12-23,4,NA,50,51,"English","Ended","Netflix","Series","Original","BBC One/United Kingdom",NA
"1168","Black Earth Rising"," Thriller",2019-01-25,8,NA,60,60,"English","Ended","Netflix","Series","Original","BBC Two/United Kingdom",NA
"1169","Nightflyers"," Science-Fiction",2019-02-01,10,1,40,59,"English","Ended","Netflix","Series","Original","Syfy/United States",NA
"1170","Northern Rescue"," Drama",2019-03-01,10,1,44,45,"English","Ended","Netflix","Series","Original","CBC/Canada",NA
"1171","Traitors","Period / Drama",2019-03-29,6,1,46,47,"English","Ended","Netflix","Series","Original","Channel 4/United Kingdom",NA
"1172","Tijuana"," Drama",2019-04-05,11,1,35,45,"Spanish","Ended","Netflix","Series","Original","Univision/United States",NA
"1173","Terrace House: Tokyo 2019-2020","Reality / Television",2019-05-14,42,4,35,57,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1174","Designated Survivor: 60 Days"," Drama",2019-07-01,16,1,64,83,"Korean","Ended","Netflix","Series","Original","TVN/South Korea",NA
"1175","Ainori Love Wagon: African Journey","Reality / Television",2019-09-05,22,1,25,40,"Japanese","Ended","Netflix","Series","Original","Fuji Television/Japan",NA
"1176","The Spy"," Drama",2019-09-06,6,NA,47,62,"English","Ended","Netflix","Series","Original","Canal+/France",NA
"1177","Interior Design Masters"," Reality",2019-10-18,8,1,42,48,"English","Ended","Netflix","Series","Original","BBC Two/United Kingdom",NA
"1178","Drug Squad: Costa del Sol"," Police",2019-10-25,13,1,60,69,"Spanish","Ended","Netflix","Series","Original","Mediaset España/Spain",NA
"1179","The Bonfire of Destiny","Historical / Drama",2019-12-26,8,NA,47,55,"French","Ended","Netflix","Series","Original","TF1/France",NA
"1180","Giri/Haji"," Drama",2020-01-10,8,1,57,61,"Japanese/English","Ended","Netflix","Series","Original","BBC One/United Kingdom",NA
"1181","Dare Me"," Drama",2020-03-20,10,1,42,53,"English","Ended","Netflix","Series","Original","USA Network/United States",NA
"1182","The Last Dance"," Documentary",2020-04-20,10,NA,49,51,"English","Ended","Netflix","Series","Original","ESPN/United States",NA
"1183","Arrested Development (seasons 4-5)"," Comedy",2013-05-26,38,2,22,23,"English","Ended","Netflix","Series","Continuation","Fox",NA
"1184","Star Wars: The Clone Wars (season 6)","Animation / Science-Fiction",2014-03-07,13,1,22,22,"English","Ended","Netflix","Series","Continuation","Cartoon Network",NA
"1185","The Killing (season 4)","Crime / Drama",2014-08-01,6,1,54,60,"English","Ended","Netflix","Series","Continuation","AMC",NA
"1186","Trailer Park Boys (seasons 8-12)"," Mockumentary",2014-09-05,50,5,22,32,"English","Ended","Netflix","Series","Continuation","Showcase",NA
"1187","Longmire (seasons 4-6)","Crime / Drama",2015-09-10,30,3,55,71,"English","Ended","Netflix","Series","Continuation","A&E Network",NA
"1188","Black Mirror (seasons 3-5)","Science-Fiction / Anthology",2016-10-21,15,3,52,89,"English","Ended","Netflix","Series","Continuation","Channel 4",NA
