"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"1575","Fatal Affair","Thriller",2020-07-16,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1576","Offering to the Storm","Thriller",2020-07-24,NA,NA,2,2,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1577","The Kissing Booth 2","Romantic / Comedy",2020-07-24,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1578","Seriously Single","Comedy",2020-07-31,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1579","Raat Akeli Hai","Thriller",2020-07-31,NA,NA,2,2,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1580","Work It","Dance / Comedy",2020-08-07,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1581","Gunjan Saxena: The Kargil Girl","Drama",2020-08-12,NA,NA,1,1,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1582","Project Power","Superhero",2020-08-14,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1583","Fearless","Animation / Superhero",2020-08-14,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1584","Crazy Awesome Teachers","Dramedy",2020-08-17,NA,NA,1,1,"Indonesian","Ended","Netflix","Film","Original",NA,NA
"1585","The Crimes That Bind","Crime / Drama",2020-08-20,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1586","The Sleepover","Comedy",2020-08-21,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1587","Class of '83","Drama",2020-08-21,NA,NA,1,1,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1588","Dark Forces","Thriller",2020-08-21,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1589","All Together Now","Drama",2020-08-28,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1590","Unknown Origins","Thriller",2020-08-28,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1591","Freaks - You're One of Us","Supernatural / Drama",2020-09-02,NA,NA,1,1,"German","Ended","Netflix","Film","Original",NA,NA
"1592","Love, Guaranteed","Romantic / Comedy",2020-09-03,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1593","I'm Thinking of Ending Things","Psychological / Thriller",2020-09-04,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1594","The Babysitter: Killer Queen","Comedy / Horror",2020-09-10,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1595","Dad Wanted","Family",2020-09-11,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1596","The Devil All the Time","Psychological / Thriller",2020-09-16,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1597","The Paramedic","Thriller",2020-09-16,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1598","Dolly Kitty Aur Woh Chamakte Sitare","Drama",2020-09-18,NA,NA,2,2,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1599","Whipped","Romantic / Comedy",2020-09-18,NA,NA,1,1,"Indonesian","Ended","Netflix","Film","Original",NA,NA
"1600","Enola Holmes","Mystery",2020-09-23,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1601","The Boys in the Band","Drama",2020-09-30,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1602","All Because of You","Action / Comedy",2020-10-01,NA,NA,1,1,"Malay","Ended","Netflix","Film","Original",NA,NA
"1603","Òlòturé","Crime / Drama",2020-10-02,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1604","Serious Men","Drama",2020-10-02,NA,NA,1,1,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1605","The Binding","Drama",2020-10-02,NA,NA,1,1,"Italian","Ended","Netflix","Film","Original",NA,NA
"1606","Vampires vs. the Bronx","Horror / Comedy",2020-10-02,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1607","You've Got This","Romantic / Comedy",2020-10-02,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1608","Hubie Halloween","Comedy",2020-10-07,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1609","Ginny Weds Sunny","Romantic / Comedy",2020-10-09,NA,NA,2,2,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1610","The 40-Year-Old Version","Comedy",2020-10-09,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1611","A Babysitter's Guide to Monster Hunting","Comedy / Fantasy / Family",2020-10-15,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1612","Love Like the Falling Rain","Drama",2020-10-15,NA,NA,1,1,"Indonesian","Ended","Netflix","Film","Original",NA,NA
"1613","The Trial of the Chicago 7","Drama",2020-10-16,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1614","Rebecca","Romantic / Thriller",2020-10-21,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1615","Cadaver","Horror",2020-10-22,NA,NA,1,1,"Norwegian","Ended","Netflix","Film","Original",NA,NA
"1616","Over the Moon","Animation / Musical / Adventure",2020-10-23,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1617","Holidate","Romantic / Comedy / Holiday",2020-10-28,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1618","Nobody Sleeps in the Woods Tonight","Horror",2020-10-28,NA,NA,1,1,"Polish","Ended","Netflix","Film","Original",NA,NA
"1619","His House","Thriller",2020-10-30,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1620","Kaali Khuhi","Mystery",2020-10-30,NA,NA,1,1,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1621","Rogue City","Crime / Drama",2020-10-30,NA,NA,1,1,"French","Ended","Netflix","Film","Original",NA,NA
"1622","The Day of the Lord","Drama",2020-10-30,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1623","Operation Christmas Drop","Romantic / Comedy",2020-11-05,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1624","Citation","Drama",2020-11-06,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1625","What We Wanted","Drama",2020-11-11,NA,NA,1,1,"German","Ended","Netflix","Film","Original",NA,NA
"1626","Ludo","Anthology / Dark / Comedy",2020-11-12,NA,NA,2,2,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1627","Jingle Jangle: A Christmas Journey","Family / Christmas / Musical",2020-11-13,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1628","The Life Ahead","Drama",2020-11-13,NA,NA,1,1,"Italian","Ended","Netflix","Film","Original",NA,NA
"1629","The Princess Switch: Switched Again","Romantic / Comedy",2020-11-19,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1630","Dolly Parton's Christmas on the Square","Christmas / Musical",2020-11-22,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1631","Hillbilly Elegy","Drama",2020-11-24,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1632","Notes for My Son","Drama",2020-11-24,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1633","The Christmas Chronicles 2","Christmas / Comedy",2020-11-25,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1634","The Beast","Drama",2020-11-27,NA,NA,1,1,"Italian","Ended","Netflix","Film","Original",NA,NA
"1635","The Call","Drama",2020-11-27,NA,NA,1,1,"Korean","Ended","Netflix","Film","Original",NA,NA
"1636","Finding Agnes","Drama",2020-11-30,NA,NA,1,1,"Filipino","Ended","Netflix","Film","Original",NA,NA
"1637","Just Another Christmas","Comedy",2020-12-03,NA,NA,1,1,"Portuguese","Ended","Netflix","Film","Original",NA,NA
"1638","Christmas Crossfire","Thriller",2020-12-04,NA,NA,1,1,"German","Ended","Netflix","Film","Original",NA,NA
"1639","Leyla Everlasting","Comedy",2020-12-04,NA,NA,1,1,"Turkish","Ended","Netflix","Film","Original",NA,NA
"1640","Mank","Biopic",2020-12-04,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1641","The Claus Family","Fantasy",2020-12-07,NA,NA,1,1,"Dutch","Ended","Netflix","Film","Original",NA,NA
"1642","Rose Island","Comedy",2020-12-09,NA,NA,1,1,"Italian","Ended","Netflix","Film","Original",NA,NA
"1643","The Prom","Musical",2020-12-11,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1644","A California Christmas","Romantic / Comedy",2020-12-14,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1645","Ma Rainey's Black Bottom","Drama",2020-12-18,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1646","The Midnight Sky","Science-Fiction",2020-12-23,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1647","AK vs AK","Thriller",2020-12-24,NA,NA,NA,NA,"Hindi","Ended","Netflix","Film","Original",NA,NA
"1648","We Can Be Heroes","Superhero",2020-12-25,NA,NA,NA,NA,"English","Ended","Netflix","Film","Original",NA,NA
"1649","What Happened to Mr. Cha?","Comedy",2021-01-01,NA,NA,NA,NA,"Korean","Ended","Netflix","Film","Original",NA,NA
"1650","Ratones Paranoicos: The Band that Rocked Argentina","Drama",2021-01-06,NA,NA,NA,NA,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1651","Pieces of a Woman","Drama",2021-01-07,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1652","Stuck Apart","Drama",2021-01-08,NA,NA,NA,NA,"Turkish","Ended","Netflix","Film","Original",NA,NA
"1653","The Heartbreak Club","Dramedy",2021-01-14,NA,NA,NA,NA,"Indonesian","Ended","Netflix","Film","Original",NA,NA
"1654","Double Dad","Dramedy",2021-01-15,NA,NA,NA,NA,"Portuguese","Ended","Netflix","Film","Original",NA,NA
"1655","Outside the Wire","Action / Science-Fiction",2021-01-15,NA,NA,NA,NA,"English","Ended","Netflix","Film","Original",NA,NA
"1656","The White Tiger","Drama",2021-01-22,NA,NA,2,2,"English","Ended","Netflix","Film","Original",NA,NA
"1657","Finding Ohana","Family",2021-01-29,NA,NA,NA,NA,"English","Ended","Netflix","Film","Original",NA,NA
"1658","The Dig","Drama",2021-01-29,NA,NA,NA,NA,"English","Ended","Netflix","Film","Original",NA,NA
"1659","Malcolm & Marie","Romantic / Drama",2021-02-05,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1660","The Yin Yang Master: Dream of Eternity","Fantasy",2021-02-05,NA,NA,NA,NA,"Mandarin","Ended","Netflix","Film","Original",NA,NA
"1661","Red Dot","Thriller",2021-02-11,NA,NA,NA,NA,"Swedish","Ended","Netflix","Film","Original",NA,NA
"1662","Call Me Crazy","Romantic / Comedy",2021-02-26,NA,NA,NA,NA,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1663","Struggle Alley","Drama",2021-03-15,NA,NA,NA,NA,"Turkish","Ended","Netflix","Film","Original",NA,NA
"1664","Miss Americana","Documentary",2020-01-31,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1665","A Life of Speed: The Juan Manuel Fangio Story","Documentary",2020-03-20,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1666","Crip Camp: A Disability Revolution","Documentary",2020-03-25,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1667","LA Originals","Documentary",2020-04-10,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1668","Circus of Books","Documentary",2020-04-22,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1669","A Secret Love","Documentary",2020-04-29,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1670","Murder to Mercy: The Cyntoia Brown Story","Documentary",2020-04-29,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1671","Becoming","Documentary",2020-05-06,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1672","Have a Good Trip: Adventures in Psychedelics","Documentary",2020-05-11,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1673","Spelling the Dream","Documentary",2020-06-03,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1674","One Take","Documentary",2020-06-18,NA,NA,1,1,"Thai","Ended","Netflix","Film","Original",NA,NA
"1675","Disclosure: Trans Lives on Screen","Documentary",2020-06-19,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1676","Athlete A","Documentary",2020-06-24,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1677","Mucho Mucho Amor: The Legend of Walter Mercado","Documentary",2020-07-08,NA,NA,1,1,"Spanish/English","Ended","Netflix","Film","Original",NA,NA
"1678","The Claudia Kishi Club","Documentary",2020-07-10,NA,NA,17,17,"English","Ended","Netflix","Film","Original",NA,NA
"1679","We Are One","Documentary",2020-07-14,NA,NA,1,1,"French","Ended","Netflix","Film","Original",NA,NA
"1680","Father Soldier Son","Documentary",2020-07-17,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1681","The Speed Cubers","Documentary",2020-07-29,NA,NA,40,40,"English","Ended","Netflix","Film","Original",NA,NA
"1682","Anelka: Misunderstood","Documentary",2020-08-05,NA,NA,1,1,"French","Ended","Netflix","Film","Original",NA,NA
"1683","John Was Trying to Contact Aliens","Documentary",2020-08-20,NA,NA,16,16,"English","Ended","Netflix","Film","Original",NA,NA
"1684","Rising Phoenix","Documentary",2020-08-26,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1685","My Octopus Teacher","Documentary",2020-09-07,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1686","The Social Dilemma","Documentary",2020-09-09,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1687","Hope Frozen: A Quest to Live Twice","Documentary",2020-09-15,NA,NA,1,1,"Thai/English","Ended","Netflix","Film","Original",NA,NA
"1688","GIMS: On the Record","Documentary",2020-09-17,NA,NA,1,1,"French","Ended","Netflix","Film","Original",NA,NA
"1689","A Love Song for Latasha","Documentary",2020-09-21,NA,NA,19,19,"English","Ended","Netflix","Film","Original",NA,NA
"1690","American Murder: The Family Next Door","Documentary",2020-09-30,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1691","Dick Johnson Is Dead","Documentary",2020-10-02,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1692","David Attenborough: A Life on Our Planet","Documentary",2020-10-04,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1693","Bigflo & Oli: Hip Hop Frenzy","Documentary",2020-10-08,NA,NA,1,1,"French","Ended","Netflix","Film","Original",NA,NA
"1694","BLACKPINK: Light Up The Sky","Documentary",2020-10-14,NA,NA,1,1,"Korean","Ended","Netflix","Film","Original",NA,NA
"1695","The Three Deaths of Marisela Escobedo","Documentary",2020-10-14,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1696","Rooting for Roona","Documentary",2020-10-15,NA,NA,41,41,"Bengali","Ended","Netflix","Film","Original",NA,NA
"1697","Guillermo Vilas: Settling the Score","Documentary",2020-10-27,NA,NA,1,1,"Spanish","Ended","Netflix","Film","Original",NA,NA
"1698","Secrets of the Saqqara Tomb","Documentary",2020-10-28,NA,NA,1,1,"English/Arabic","Ended","Netflix","Film","Original",NA,NA
"1699","Shawn Mendes: In Wonder","Documentary",2020-11-23,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1700","Dance Dreams: Hot Chocolate Nutcracker","Documentary",2020-11-27,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1701","Emicida: AmarElo – It's All For Yesterday","Documentary",2020-12-08,NA,NA,1,1,"Portuguese","Ended","Netflix","Film","Original",NA,NA
"1702","Giving Voice","Documentary",2020-12-11,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1703","The Minimalists: Less Is Now","Documentary",2021-01-01,NA,NA,NA,NA,"English","Ended","Netflix","Film","Original",NA,NA
"1704","Tony Parker: The Final Shot","Documentary",2021-01-06,NA,NA,NA,NA,"TBA","Ended","Netflix","Film","Original",NA,NA
"1705","Crack: Cocaine, Corruption & Conspiracy","Documentary",2021-01-11,NA,NA,1,1,"English","Ended","Netflix","Film","Original",NA,NA
"1706","What Did Jack Do?","Drama / Short",2020-01-20,NA,NA,17,17,"English","Event","Netflix","Film","Original",NA,NA
"1707","Road to Roma","Making-of",2020-02-11,NA,NA,1,1,"Spanish","Event","Netflix","Film","Original",NA,NA
"1708","Sitara: Let Girls Dream","Animation / Short",2020-03-08,NA,NA,15,15,"English","Event","Netflix","Film","Original",NA,NA
"1709","Sol Levante","Anime / Short",2020-04-02,NA,NA,4,4,"English","Event","Netflix","Film","Original",NA,NA
"1710","Ben Platt: Live from Radio City Music Hall","Concert / Film",2020-05-20,NA,NA,1,1,"English","Event","Netflix","Film","Original",NA,NA
"1711","Octonauts & the Caves of Sac Actun","Animation",2020-08-14,NA,NA,1,1,"English","Event","Netflix","Film","Original",NA,NA
"1712","The Boys in the Band: Something Personal","Aftershow / Interview",2020-09-30,NA,NA,28,28,"English","Event","Netflix","Film","Original",NA,NA
"1713","Octonauts & the Great Barrier Reef","Animation",2020-10-13,NA,NA,47,47,"English","Event","Netflix","Film","Original",NA,NA
"1714","Sarah Cooper: Everything's Fine","Variety / Show",2020-10-27,NA,NA,49,49,"English","Event","Netflix","Film","Original",NA,NA
"1715","I'm No Longer Here:  A Discussion with Guillermo Del Toro and Alfonso Cuarón","Aftershow / Interview",2020-11-03,NA,NA,14,14,"English","Event","Netflix","Film","Original",NA,NA
"1716","Alien Xmas","Stop / Motion",2020-11-20,NA,NA,42,42,"English","Event","Netflix","Film","Original",NA,NA
"1717","If Anything Happens I Love You","Animation / Short",2020-11-20,NA,NA,12,12,"English","Event","Netflix","Film","Original",NA,NA
"1718","Shawn Mendes: Live in Concert","Concert / Film",2020-11-25,NA,NA,1,1,"English","Event","Netflix","Film","Original",NA,NA
"1719","Angela's Christmas Wish","Animation",2020-12-01,NA,NA,47,47,"English","Event","Netflix","Film","Original",NA,NA
"1720","Canvas","Animation / Short",2020-12-11,NA,NA,9,9,"English","Event","Netflix","Film","Original",NA,NA
"1721","Ma Rainey's Black Bottom: A Legacy Brought to Screen","Aftershow / Interview",2020-12-18,NA,NA,31,31,"English","Event","Netflix","Film","Original",NA,NA
"1722","Ariana Grande: Excuse Me, I Love You","Concert / Film",2020-12-21,NA,NA,NA,NA,"English","Event","Netflix","Film","Original",NA,NA
"1723","Death to 2020","Comedy",2020-12-27,NA,NA,NA,NA,"English","Event","Netflix","Film","Original",NA,NA
"1724","Cops and Robbers","Animation / Short",2020-12-28,NA,NA,NA,NA,"English","Event","Netflix","Film","Original",NA,NA
"1725","June & Kopi","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1726","Summer '96","Romance / Film",NA,NA,NA,NA,NA,"Turkish","Development","Netflix","Film","Original",NA,NA
"1727","Fear Street","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1728","Fear Street 2","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1729","Fear Street 3","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1730","The Kissing Booth 3","Comedy / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1731","Back to the Outback","Animation / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1732","Untitled Telfaz11 film","TBA",NA,NA,NA,NA,NA,"Arabic","Development","Netflix","Film","Original",NA,NA
"1733","A Castle for Christmas","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1734","America: The Motion Picture","Animation / Comedy / Historical / Fiction",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1735","Apollo 10½","Animation",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1736","Arlo the Alligator Boy","Animation / Musical / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1737","Army of the Dead","Zombie / Film",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1738","A Week Away","Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1739","Battle: Freestyle","Romantic / Drama",NA,NA,NA,NA,NA,"Norwegian","Development","Netflix","Film","Original",NA,NA
"1740","Blonde","Biopic",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1741","Blood Red Sky","Thriller",NA,NA,NA,NA,NA,"German","Development","Netflix","Film","Original",NA,NA
"1742","Born to Be Murdered","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1743","Bruised","Drama",NA,NA,NA,2,2,"English","Development","Netflix","Film","Original",NA,NA
"1744","Caught by a Wave","Romantic / Teenage / Drama",NA,NA,NA,NA,NA,"Italian","Development","Netflix","Film","Original",NA,NA
"1745","Chicken Run 2","Stop / Motion / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1746","Concrete Cowboy","Drama",NA,NA,NA,1,1,"English","Development","Netflix","Film","Original",NA,NA
"1747","Dancing Queens","Drama",NA,NA,NA,NA,NA,"Swedish","Development","Netflix","Film","Original",NA,NA
"1748","Desert Dolphin","Coming-of-age / Sports / Drama",NA,NA,NA,NA,NA,"Hindi/English","Development","Netflix","Film","Original",NA,NA
"1749","Diana: A New Musical","Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1750","Don't Look Up","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1751","Forever Rich","Action / Comedy",NA,NA,NA,NA,NA,"Dutch","Development","Netflix","Film","Original",NA,NA
"1752","King of Boys 2","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1753","Loud House","Animation / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1754","Lulli","Science-Fiction / Drama",NA,NA,NA,NA,NA,"Portuguese","Development","Netflix","Film","Original",NA,NA
"1755","Moxie","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1756","Munich","Historical / Drama / Thriller",NA,NA,NA,NA,NA,"German/English","Development","Netflix","Film","Original",NA,NA
"1757","My Father's Dragon","Animation / Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1758","My Wife and I Bought a Ranch","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1759","O2","Thriller",NA,NA,NA,NA,NA,"French","Development","Netflix","Film","Original",NA,NA
"1760","Pinocchio","Stop / Motion / Fantasy / Drama / Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1761","Red Notice","Action / Comedy / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1762","Ride or Die","Psychological / Thriller / Drama",NA,NA,NA,NA,NA,"Japanese","Development","Netflix","Film","Original",NA,NA
"1763","Space Sweepers","Science-Fiction",NA,NA,NA,NA,NA,"Korean","Development","Netflix","Film","Original",NA,NA
"1764","Sweet Girl","Action",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1765","The Divine Ponytail","Sports",NA,NA,NA,NA,NA,"Italian","Development","Netflix","Film","Original",NA,NA
"1766","The Last Paradise","Romantic / Drama",NA,NA,NA,NA,NA,"Italian","Development","Netflix","Film","Original",NA,NA
"1767","There's Someone Inside Your House","Horror",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1768","Tick, Tick... Boom!","Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1769","The Woman in the Window","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1770","Untitled Noah Baumbach film","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1771","Untitled Nora Fingscheidt project","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1772","Untitled third The Princess Switch film","Romantic / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1773","The Power of the Dog","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1774","Untitled Rise of the Teenage Mutant Ninja Turtles film","Animation / Action / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1775","Vinterviken 2021","Romance",NA,NA,NA,NA,NA,"Swedish","Development","Netflix","Film","Original",NA,NA
"1776","We Couldn't Become Adults","Drama",NA,NA,NA,NA,NA,"Japanese","Development","Netflix","Film","Original",NA,NA
"1777","Wendell and Wild","Stop / Motion / Fantasy / Horror / Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1778","Black Crab","Thriller",NA,NA,NA,NA,NA,"Swedish","Development","Netflix","Film","Original",NA,NA
"1779","Escape from Hat","Animation / Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1780","The Sea Beast","Animation / Adventure",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1781","Troll","Monster",NA,NA,NA,NA,NA,"Norwegian","Development","Netflix","Film","Original",NA,NA
"1782","13 Minutes","Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1783","13: The Musical","Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1784","36 Questions","Fantasy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1785","8","Horror",NA,NA,NA,1,1,"English","Development","Netflix","Film","Original",NA,NA
"1786","8, Rue de l'Humanité","Comedy",NA,NA,NA,NA,NA,"French","Development","Netflix","Film","Original",NA,NA
"1787","A Catfishing with a Happy Ending","Romantic / Drama / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1788","A Time Lost","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1789","Afterlife of the Party","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1790","ALICE","Musical",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1791","Along for the Ride","Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1792","Amor De Madre","Comedy",NA,NA,NA,NA,NA,"Spanish","Development","Netflix","Film","Original",NA,NA
"1793","Angry Birds: Summer Madness","Animation",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1794","Animal Farm","Fantasy / Drama",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1795","Auntie Claus","Christmas / Film",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1796","Awake","Science-Fiction / Thriller",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1797","Bad Dad","Comedy",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
"1798","Bad Trip","Hidden-camera / Prank / Comedy",NA,NA,NA,1,1,"English","Development","Netflix","Film","Original",NA,NA
"1799","Ball and Chain","Superhero",NA,NA,NA,NA,NA,"English","Development","Netflix","Film","Original",NA,NA
